code,name,nhom,vat_lieu,dang,tiet_dien_a_mm,tiet_dien_b_mm,day_thanh_mm,unit,so_dong_bom,so_san_pham,can_ra_tay,cac_cach_viet_goc
VT-IR-TRON-D34x1.2,Ống sắt tròn Ø34 dày 1.2,KHUNG,IR,TRON,34,34,1.2,cây,6,2,,Chân trước | Chân sau | Chân giữa | Chân
VT-IR-TRON-D36x1.2,Ống sắt tròn Ø36 dày 1.2,KHUNG,IR,TRON,36,36,1.2,cây,1,1,,Chân
VT-IR-TRON-D37x0.6,Ống sắt tròn Ø37 dày 0.6,KHUNG,IR,TRON,37,37,0.6,cây,3,1,,Chân | Nối Mái | Chéo mái
VT-IR-TRON-D41x1,Ống sắt tròn Ø41 dày 1,KHUNG,IR,TRON,41,41,1,cây,4,1,,Ống nối Góc 4 cạnh | ống nối T | ống nối nóc lều | ống chân
VT-IR-TRON-D42x1.2,Ống sắt tròn Ø42 dày 1.2,KHUNG,IR,TRON,42,42,1.2,cây,4,1,,Chân | Nối chân
VT-IR-TRON-D45x0.7,Ống sắt tròn Ø45 dày 0.7,KHUNG,IR,TRON,45,45,0.7,cây,2,1,,Khung dọc bàn phụ | Khung ngang bàn phụ
VT-IR-TRON-D45x0.8,Ống sắt tròn Ø45 dày 0.8,KHUNG,IR,TRON,45,45,0.8,cây,14,3,,Chân | Ngang mê | Dọc mê | Khung dọc bàn phụ | Khung ngang bàn phụ | Chân giữa
VT-IR-TRON-D45x1,Ống sắt tròn Ø45 dày 1,KHUNG,IR,TRON,45,45,1,cây,1,1,,Chân giữa
VT-IR-TRON-D60x0.8,Ống sắt tròn Ø60 dày 0.8,KHUNG,IR,TRON,60,60,0.8,cây,1,1,,Chân bàn
VT-IR-TRON-D60x1,Ống sắt tròn Ø60 dày 1,KHUNG,IR,TRON,60,60,1,cây,3,3,,Trụ xoay ngoài
VT-IR-TRON-D6x3,Ống sắt tròn Ø6 dày 3,KHUNG,IR,TRON,6,6,3,cây,1,1,,Khóa chặn cùi
VT-IR-TRON-D7x3.5,Ống sắt tròn Ø7 dày 3.5,KHUNG,IR,TRON,7,7,3.5,cây,1,1,,2 giằng tạo lỗ dù
VT-IR-TRON-D9x1,Ống sắt tròn Ø9 dày 1,KHUNG,IR,TRON,9,9,1,cây,1,1,,Giằng Tựa lưng trên
VT-IR-TRONDAC-D10,Thanh sắt tròn đặc Ø10,KHUNG,IR,TRONDAC,10,10,,cây,1,1,,Xà thanh chống
VT-IR-V-20x20x2,Ống sắt V 20x20 dày 2,KHUNG,IR,V,20,20,2,cây,1,1,,Pát giằng
VT-IR-VUONG-10x10,Ống sắt vuông 10 dày ,KHUNG,IR,VUONG,10,10,,cây,1,1,,"Giằng chân 1, 2"
VT-IR-VUONG-14x14,Ống sắt vuông 14 dày ,KHUNG,IR,VUONG,14,14,,cây,4,1,,Chân trước | Chân sau+dọc tựa | Viền tựa | Viền mê
VT-IR-VUONG-20x40x0.8,Ống sắt vuông 20 dày 0.8,KHUNG,IR,VUONG,20,40,0.8,cây,1,1,,Chân
VT-IR-VUONG-D10x0.6,Ống sắt vuông 10 dày 0.6,KHUNG,IR,VUONG,10,10,0.6,cây,9,6,,Chống đứng trước ngồi giữa | Chống trươc giữa | Chống đứng giữa 1 | Chống đứng giữa 2 | Đỡ giữa nan | LK nan bàn
VT-IR-VUONG-D14x0.6,Ống sắt vuông 14 dày 0.6,KHUNG,IR,VUONG,14,14,0.6,cây,3,1,,Khung dọc tay vịn trên | Khung ngang tay vịn trên | Chống đứng tay vịn
VT-IR-VUONG-D14x0.7,Ống sắt vuông 14 dày 0.7,KHUNG,IR,VUONG,14,14,0.7,cây,3,1,,Đỡ mặt bàn 2 | Đỡ mặt bàn 3 | Đỡ mặt bàn 4
VT-IR-VUONG-D15x0.8,Ống sắt vuông 15 dày 0.8,KHUNG,IR,VUONG,15,15,0.8,cây,7,2,,Giằng ngang nắp | Giằng ngang trước sau | Giằng nhỏ hông | chống đứng hông | Giằng ngang đáy | Giằng dọc đáy
VT-IR-VUONG-D16x0.6,Ống sắt vuông 16 dày 0.6,KHUNG,IR,VUONG,16,16,0.6,cây,27,2,,Ngang ngồi dưới | Dọc ngồi dưới | Chống đứng góc 1 | Chống đứng góc 2 | Ke góc xéo | Khung dưới bàn
VT-IR-VUONG-D16x0.7,Ống sắt vuông 16 dày 0.7,KHUNG,IR,VUONG,16,16,0.7,cây,10,3,,Khung đan mây tay 1 | Khung đan mây tay 2 | Khung đan mây tay 3 | Khung đan mây tay 4 | Chống đứng trước ngồi ngoài | Giằng ngang trước
VT-IR-VUONG-D16x0.8,Ống sắt vuông 16 dày 0.8,KHUNG,IR,VUONG,16,16,0.8,cây,2,1,,Thanh chống đầu giường | ngang giằng chống đầu
VT-IR-VUONG-D20x0.6,Ống sắt vuông 20 dày 0.6,KHUNG,IR,VUONG,20,20,0.6,cây,7,4,,Giằng ngang đầu giường | Khung mê ngang | Giằng tựa 1 | Giằng ngang | Giằng chân giữa | Chống dọc 2
VT-IR-VUONG-D20x0.7,Ống sắt vuông 20 dày 0.7,KHUNG,IR,VUONG,20,20,0.7,cây,26,9,,Chống tựa | Ngang khung đỡ mê | Dọc khung đỡ mê | Dọc ngồi | Ngang ngồi | Dọc tựa
VT-IR-VUONG-D20x0.8,Ống sắt vuông 20 dày 0.8,KHUNG,IR,VUONG,20,20,0.8,cây,42,15,,Đỡ nan mê | Đỡ giữa | Khung tựa cong | Khung trong giường | Khung trong ngang | Khung đầu giường
VT-IR-VUONG-D20x0.9,Ống sắt vuông 20 dày 0.9,KHUNG,IR,VUONG,20,20,0.9,cây,1,1,,Chân
VT-IR-VUONG-D20x1,Ống sắt vuông 20 dày 1,KHUNG,IR,VUONG,20,20,1,cây,9,2,,Chống chân | Giằng gắn pát xoay | Giằng giắn pát xoay mê 1 | Giằng giắn pát xoay mê 2 | Chống khung rèm nối
VT-IR-VUONG-D20x1.2,Ống sắt vuông 20 dày 1.2,KHUNG,IR,VUONG,20,20,1.2,cây,1,1,,Đỡ mê
VT-IR-VUONG-D25x0.7,Ống sắt vuông 25 dày 0.7,KHUNG,IR,VUONG,25,25,0.7,cây,6,2,,Khung dọc ngồi | Khung ngang ngồi | Khung dọc tựa | Khung ngang tựa | Bọ đỡ mê | Giằng dưới chân trái
VT-IR-VUONG-D25x0.8,Ống sắt vuông 25 dày 0.8,KHUNG,IR,VUONG,25,25,0.8,cây,18,6,,Khung mê dưới dọc | Khung mê dưới ngang | Đố trước | Ngang nắp | Dọc Nắp | Chân
VT-IR-VUONG-D30x0.6,Ống sắt vuông 30 dày 0.6,KHUNG,IR,VUONG,30,30,0.6,cây,1,1,,Khung đứng
VT-IR-VUONG-D30x0.8,Ống sắt vuông 30 dày 0.8,KHUNG,IR,VUONG,30,30,0.8,cây,1,1,,chân
VT-IR-VUONG-D35x0.8,Ống sắt vuông 35 dày 0.8,KHUNG,IR,VUONG,35,35,0.8,cây,2,1,,Khung chân dọc | Khung chân ngang
VT-IR-VUONG-D40x0.6,Ống sắt vuông 40 dày 0.6,KHUNG,IR,VUONG,40,40,0.6,cây,1,1,,Chân
VT-IR-VUONG-D40x0.7,Ống sắt vuông 40 dày 0.7,KHUNG,IR,VUONG,40,40,0.7,cây,2,1,,Chân trước
VT-IR-VUONG-D40x0.8,Ống sắt vuông 40 dày 0.8,KHUNG,IR,VUONG,40,40,0.8,cây,1,1,,Chân
VT-IR-VUONG-D40x0.9,Ống sắt vuông 40 dày 0.9,KHUNG,IR,VUONG,40,40,0.9,cây,1,1,,Giằng hông
VT-IR-VUONG-D50x0.9,Ống sắt vuông 50 dày 0.9,KHUNG,IR,VUONG,50,50,0.9,cây,1,1,,Chân
VT-IR-VUONG-D50x1,Ống sắt vuông 50 dày 1,KHUNG,IR,VUONG,50,50,1,cây,1,1,,Chân
VT-IR-VUONG-D75x1.5,Ống sắt vuông 75 dày 1.5,KHUNG,IR,VUONG,75,75,1.5,cây,1,1,,Chân
VT-XX-HOP-15x25,Ống chưa rõ hộp 15x25,KHUNG,XX,HOP,15,25,,cây,1,1,,Giằng mặt bàn
VT-XX-HOP-20x40,Ống chưa rõ hộp 20x40,KHUNG,XX,HOP,20,40,,cây,2,1,,Trên + dưới tựa | Dọc tựa
VT-XX-LA-3x35,La chưa rõ 3x35,KHUNG,XX,LA,3,35,3,cây,2,2,,Pát chân
VT-XX-PF-TDHG01,Profile chưa rõ TDHG01,KHUNG,XX,PF,22,60,,cây,8,2,,Trước + Sau mê | Dọc mê | Chân | Giằng dưới chân | Diềm dài | Diềm ngắn
VT-XX-PF-TDHG04,Profile chưa rõ TDHG04,KHUNG,XX,PF,12,24,,cây,1,1,,Nẹp Vải
VT-NV-BANG-DINH,Băng dính,NEM & VAI,,,1,,,,2,2,CẦN RÀ,Băng dính
VT-NV-CHONG-5-BAT,Chống 5 bật,NEM & VAI,,,,,,,4,1,CẦN RÀ,Chống 5 bật
VT-NV-DAY-DOC-TUA,Dây dọc tựa,NEM & VAI,,,,50,,,1,1,CẦN RÀ,Dây dọc tựa
VT-NV-DAY-KEO-1x3160,Dây kéo,NEM & VAI,,,1,3160,,,2,2,CẦN RÀ,Dây kéo
VT-NV-DAY-ME-2X30,Dây Mê 2x30,NEM & VAI,,,,,,,4,1,CẦN RÀ,Dây Mê 2x30
VT-NV-DAY-NGANG-ME,Dây ngang mê,NEM & VAI,,,,50,,,2,1,CẦN RÀ,Dây ngang mê
VT-NV-DAY-NGANG-TUA,Dây ngang tựa,NEM & VAI,,,,50,,,1,1,CẦN RÀ,Dây ngang tựa
VT-NV-DAY-NHUA-LUON-VAI-5-LY-2200,Dây nhựa luồn vải 5 ly = 2200,NEM & VAI,,,,,,,1,1,CẦN RÀ,Dây nhựa luồn vải 5 ly = 2200
VT-NV-DE-20X40,Đế 20x40,NEM & VAI,,,,,,,4,1,CẦN RÀ,Đế 20x40
VT-NV-DE-TANG,Đế tăng,NEM & VAI,,,,,,,4,2,CẦN RÀ,Đế tăng
VT-NV-ERU-6,eru 6,NEM & VAI,,,,,,,8,2,CẦN RÀ,eru 6
VT-NV-GOI,Gối,NEM & VAI,,,,,,,3,1,CẦN RÀ,Gối
VT-NV-GOI-100x560,Gối,NEM & VAI,,,100,560,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-100x600,Gối,NEM & VAI,,,100,600,,,5,3,CẦN RÀ,Gối
VT-NV-GOI-100x610,gối,NEM & VAI,,,100,610,,,2,1,CẦN RÀ,gối
VT-NV-GOI-100x650,Gối,NEM & VAI,,,100,650,,,4,1,CẦN RÀ,Gối
VT-NV-GOI-100x743,Gối,NEM & VAI,,,100,743,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-140x560,Gối,NEM & VAI,,,140,560,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-140x700,Gối,NEM & VAI,,,140,700,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-150x350,Gối,NEM & VAI,,,150,350,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-150x590,Gối,NEM & VAI,,,150,590,,,3,1,CẦN RÀ,Gối
VT-NV-GOI-160x450,Gối,NEM & VAI,,,160,450,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-170x420,Gối,NEM & VAI,,,170,420,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-200x350,Gối,NEM & VAI,,,200,350,,,2,2,CẦN RÀ,Gối
VT-NV-GOI-200x400,Gối,NEM & VAI,,,200,400,,,3,2,CẦN RÀ,Gối
VT-NV-GOI-200x450,Gối,NEM & VAI,,,200,450,,,9,3,CẦN RÀ,Gối
VT-NV-GOI-200x500,Gối,NEM & VAI,,,200,500,,,7,3,CẦN RÀ,Gối
VT-NV-GOI-200x580,Gối,NEM & VAI,,,200,580,,,2,1,CẦN RÀ,Gối
VT-NV-GOI-200x720,Gối,NEM & VAI,,,200,720,,,3,1,CẦN RÀ,Gối
VT-NV-GOI-220x470,Gối,NEM & VAI,,,220,470,,,2,2,CẦN RÀ,Gối
VT-NV-GOI-220x480,Gối,NEM & VAI,,,220,480,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-230x470,Gối,NEM & VAI,,,230,470,,,2,2,CẦN RÀ,Gối
VT-NV-GOI-230x480,Gối,NEM & VAI,,,230,480,,,3,3,CẦN RÀ,Gối
VT-NV-GOI-240x470,Gối,NEM & VAI,,,240,470,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-240x680,Gối,NEM & VAI,,,240,680,,,3,1,CẦN RÀ,Gối
VT-NV-GOI-50x500,Gối,NEM & VAI,,,50,500,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-50x600,Gối,NEM & VAI,,,50,600,,,1,1,CẦN RÀ,Gối
VT-NV-GOI-GOC-200x450,Gối góc,NEM & VAI,,,200,450,,,2,1,CẦN RÀ,Gối góc
VT-NV-GOI-HUT-CHAN-KHONG-150x350,Gối (hút chân không),NEM & VAI,,,150,350,,,1,1,CẦN RÀ,Gối (hút chân không)
VT-NV-GOI-NHO-150x350,Gối nhỏ,NEM & VAI,,,150,350,,,3,1,CẦN RÀ,Gối nhỏ
VT-NV-GOI-NHO-180x430,Gối nhỏ,NEM & VAI,,,180,430,,,10,2,CẦN RÀ,Gối nhỏ
VT-NV-GOI-NHO-220x430,Gối nhỏ,NEM & VAI,,,220,430,,,4,1,CẦN RÀ,Gối nhỏ
VT-NV-GOI-NHO-40x560,Gối nhỏ,NEM & VAI,,,40,560,,,1,1,CẦN RÀ,Gối nhỏ
VT-NV-GOI-TUA-200x450,Gối  tựa,NEM & VAI,,,200,450,,,8,1,CẦN RÀ,Gối  tựa
VT-NV-HONG-1x670,Hông,NEM & VAI,,,1,670,,,2,2,CẦN RÀ,Hông
VT-NV-KE-CO-DINH,Ke cố định,NEM & VAI,,,,,,,2,1,CẦN RÀ,Ke cố định
VT-NV-ME-120x630,MÊ,NEM & VAI,,,120,630,,,3,2,CẦN RÀ,MÊ
VT-NV-ME-125x720,Mê,NEM & VAI,,,125,720,,,3,1,CẦN RÀ,Mê
VT-NV-ME-150x1440,Mê,NEM & VAI,,,150,1440,,,1,1,CẦN RÀ,Mê
VT-NV-ME-150x1540,Mê,NEM & VAI,,,150,1540,,,1,1,CẦN RÀ,Mê
VT-NV-ME-150x625,Mê,NEM & VAI,,,150,625,,,3,1,CẦN RÀ,Mê
VT-NV-ME-150x630,MÊ,NEM & VAI,,,150,630,,,2,2,CẦN RÀ,MÊ
VT-NV-ME-150x750,Mê,NEM & VAI,,,150,750,,,2,1,CẦN RÀ,Mê
VT-NV-ME-1x610,Mê,NEM & VAI,,,1,610,,,2,2,CẦN RÀ,Mê
VT-NV-ME-1x715,Mê,NEM & VAI,,,1,715,,,1,1,CẦN RÀ,Mê
VT-NV-ME-60x1330,mê,NEM & VAI,,,60,1330,,,4,1,CẦN RÀ,mê
VT-NV-ME-60x590,Mê,NEM & VAI,,,60,590,,,2,1,CẦN RÀ,Mê
VT-NV-ME-60x680,mê,NEM & VAI,,,60,680,,,4,1,CẦN RÀ,mê
VT-NV-ME-60x810,Mê,NEM & VAI,,,60,810,,,2,2,CẦN RÀ,Mê
VT-NV-ME-GIUA-120x500,Mê giữa,NEM & VAI,,,120,500,,,1,1,CẦN RÀ,Mê giữa
VT-NV-ME-GIUA-150x500,Mê giữa,NEM & VAI,,,150,500,,,1,1,CẦN RÀ,Mê giữa
VT-NV-ME-GIUAAX-120x500,Mê giưaax,NEM & VAI,,,120,500,,,1,1,CẦN RÀ,Mê giưaax
VT-NV-ME-NGOI-DON-90x670,Mê ngồi đôn,NEM & VAI,,,90,670,,,1,1,CẦN RÀ,Mê ngồi đôn
VT-NV-ME-NGOI-GHE-50x650,Mê ngồi ghế,NEM & VAI,,,50,650,,,1,1,CẦN RÀ,Mê ngồi ghế
VT-NV-ME-VAI-TEXTILENE-1x600,Mê Vải textilene,NEM & VAI,,,1,600,,,1,1,CẦN RÀ,Mê Vải textilene
VT-NV-NAP-DAY-1x1640,Nắp + đáy,NEM & VAI,,,1,1640,,,2,2,CẦN RÀ,Nắp + đáy
VT-NV-NEM,Nệm,NEM & VAI,,,,,,,2,1,CẦN RÀ,Nệm
VT-NV-NEM-100x1760,Nệm,NEM & VAI,,,100,1760,,,2,1,CẦN RÀ,Nệm
VT-NV-NEM-100x1920,Nệm,NEM & VAI,,,100,1920,,,2,1,CẦN RÀ,Nệm
VT-NV-NEM-100x590,nệm,NEM & VAI,,,100,590,,,3,1,CẦN RÀ,nệm
VT-NV-NEM-100x600,Nệm,NEM & VAI,,,100,600,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-100x640,nệm,NEM & VAI,,,100,640,,,2,1,CẦN RÀ,nệm
VT-NV-NEM-100x760,Nệm,NEM & VAI,,,100,760,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-100x950,Nệm,NEM & VAI,,,100,950,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-110x400,Nệm,NEM & VAI,,,110,400,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-110x620,Nệm,NEM & VAI,,,110,620,,,3,1,CẦN RÀ,Nệm
VT-NV-NEM-130x610,Nệm,NEM & VAI,,,130,610,,,2,1,CẦN RÀ,Nệm
VT-NV-NEM-130x640,nệm,NEM & VAI,,,130,640,,,2,1,CẦN RÀ,nệm
VT-NV-NEM-130x680,Nệm,NEM & VAI,,,130,680,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-150x1200,Nệm,NEM & VAI,,,150,1200,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-150x1400,Nệm,NEM & VAI,,,150,1400,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-150x580,Nệm,NEM & VAI,,,150,580,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-150x650,Nệm,NEM & VAI,,,150,650,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-150x680,Nệm,NEM & VAI,,,150,680,,,2,1,CẦN RÀ,Nệm
VT-NV-NEM-150x775,Nệm,NEM & VAI,,,150,775,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-2-80x700,Nệm 2,NEM & VAI,,,80,700,,,2,1,CẦN RÀ,Nệm 2
VT-NV-NEM-200x715,Nệm,NEM & VAI,,,200,715,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-200x775,Nệm,NEM & VAI,,,200,775,,,5,2,CẦN RÀ,Nệm
VT-NV-NEM-50x495,Nệm,NEM & VAI,,,50,495,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-50x500,Nệm,NEM & VAI,,,50,500,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-50x600,Nệm,NEM & VAI,,,50,600,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-60x560,Nệm,NEM & VAI,,,60,560,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-80x600,Nệm,NEM & VAI,,,80,600,,,4,2,CẦN RÀ,Nệm
VT-NV-NEM-80x640,Nệm,NEM & VAI,,,80,640,,,1,1,CẦN RÀ,Nệm
VT-NV-NEM-80x650,Nệm,NEM & VAI,,,80,650,,,2,1,CẦN RÀ,Nệm
VT-NV-NEM-80x700,Nệm,NEM & VAI,,,80,700,,,2,1,CẦN RÀ,Nệm
VT-NV-NEM-DAU-100x630,nệm đầu,NEM & VAI,,,100,630,,,1,1,CẦN RÀ,nệm đầu
VT-NV-NEM-GIUA-130x530,nệm giữa,NEM & VAI,,,130,530,,,1,1,CẦN RÀ,nệm giữa
VT-NV-NEM-LUNG-100x630,nệm lưng,NEM & VAI,,,100,630,,,1,1,CẦN RÀ,nệm lưng
VT-NV-NEM-LUNG-220x460,nệm lưng,NEM & VAI,,,220,460,,,1,1,CẦN RÀ,nệm lưng
VT-NV-NEM-ME-100x760,Nệm mê,NEM & VAI,,,100,760,,,1,1,CẦN RÀ,Nệm mê
VT-NV-NEM-ME-120x630,Nệm Mê,NEM & VAI,,,120,630,,,1,1,CẦN RÀ,Nệm Mê
VT-NV-NEM-ME-150x420,Nệm mê,NEM & VAI,,,150,420,,,2,2,CẦN RÀ,Nệm mê
VT-NV-NEM-ME-150x490,Nệm mê,NEM & VAI,,,150,490,,,4,3,CẦN RÀ,Nệm mê
VT-NV-NEM-ME-150x743,Nệm mê,NEM & VAI,,,150,743,,,1,1,CẦN RÀ,Nệm mê
VT-NV-NEM-ME-60x520,Nệm mê,NEM & VAI,,,60,520,,,1,1,CẦN RÀ,Nệm mê
VT-NV-NEM-NGOI-100x550,Nệm ngồi,NEM & VAI,,,100,550,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-100x560,Nệm ngồi,NEM & VAI,,,100,560,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-100x580,Nệm ngồi,NEM & VAI,,,100,580,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-100x605,Nệm ngồi,NEM & VAI,,,100,605,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-100x635,Nệm ngồi,NEM & VAI,,,100,635,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-100x700,Nệm ngồi,NEM & VAI,,,100,700,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-110x450,Nệm ngồi,NEM & VAI,,,110,450,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-110x590,Nệm Ngồi,NEM & VAI,,,110,590,,,1,1,CẦN RÀ,Nệm Ngồi
VT-NV-NEM-NGOI-120x630,Nệm ngồi,NEM & VAI,,,120,630,,,10,2,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-120x635,Nệm ngồi,NEM & VAI,,,120,635,,,5,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-120x650,Nệm ngồi,NEM & VAI,,,120,650,,,5,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-120x700,Nệm ngồi,NEM & VAI,,,120,700,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-150x590,nệm ngồi,NEM & VAI,,,150,590,,,1,1,CẦN RÀ,nệm ngồi
VT-NV-NEM-NGOI-150x600,Nệm ngồi,NEM & VAI,,,150,600,,,2,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-150x610,Nệm ngồi,NEM & VAI,,,150,610,,,3,2,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-150x680,Nệm ngồi,NEM & VAI,,,150,680,,,8,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-150x700,Nệm ngồi,NEM & VAI,,,150,700,,,2,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-150x730,Nệm ngồi,NEM & VAI,,,150,730,,,4,2,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-150x740,Nệm ngồi,NEM & VAI,,,150,740,,,2,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-179x638,Nệm ngồi,NEM & VAI,,,179,638,,,8,7,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-179x900,Nệm ngồi,NEM & VAI,,,179,900,,,2,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-200x620,Nệm ngồi,NEM & VAI,,,200,620,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-200x700,Nệm ngồi,NEM & VAI,,,200,700,,,4,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-50x490,Nệm ngồi,NEM & VAI,,,50,490,,,2,2,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-60x440,Nệm ngồi,NEM & VAI,,,60,440,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-60x580,Nệm ngồi,NEM & VAI,,,60,580,,,1,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-6x52,Nệm ngồi,NEM & VAI,,,6,52,,,4,1,CẦN RÀ,Nệm ngồi
VT-NV-NEM-NGOI-BAN-NGUYET-120x565,Nệm ngồi ( bán nguyệt),NEM & VAI,,,120,565,,,2,1,CẦN RÀ,Nệm ngồi ( bán nguyệt)
VT-NV-NEM-PHAI,Nệm phải,NEM & VAI,,,,,,,1,1,CẦN RÀ,Nệm phải
VT-NV-NEM-TAY-80x820,Nệm tay,NEM & VAI,,,80,820,,,1,1,CẦN RÀ,Nệm tay
VT-NV-NEM-TAY-NGOAI-50x300,Nệm tay ngoài,NEM & VAI,,,50,300,,,2,2,CẦN RÀ,Nệm tay ngoài
VT-NV-NEM-TAY-NGOAI-50x325,Nệm tay ngoài,NEM & VAI,,,50,325,,,3,2,CẦN RÀ,Nệm tay ngoài
VT-NV-NEM-TAY-NGOAI-90x325,Nệm tay ngoài,NEM & VAI,,,90,325,,,1,1,CẦN RÀ,Nệm tay ngoài
VT-NV-NEM-TAY-TRONG-30x325,Nệm tay trong,NEM & VAI,,,30,325,,,1,1,CẦN RÀ,Nệm tay trong
VT-NV-NEM-TAY-TRONG-50x300,Nệm tay trong,NEM & VAI,,,50,300,,,2,2,CẦN RÀ,Nệm tay trong
VT-NV-NEM-TAY-TRONG-50x325,Nệm tay trong,NEM & VAI,,,50,325,,,3,2,CẦN RÀ,Nệm tay trong
VT-NV-NEM-TRAI,Nệm trái,NEM & VAI,,,,,,,1,1,CẦN RÀ,Nệm trái
VT-NV-NEM-TUA-100x440,Nệm tựa,NEM & VAI,,,100,440,,,2,2,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-100x450,Nệm tựa,NEM & VAI,,,100,450,,,3,2,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-100x460,Nệm tựa,NEM & VAI,,,100,460,,,1,1,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-100x760,Nệm tựa,NEM & VAI,,,100,760,,,1,1,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-120x630,Nệm Tựa,NEM & VAI,,,120,630,,,1,1,CẦN RÀ,Nệm Tựa
VT-NV-NEM-TUA-140x430,Nệm tựa,NEM & VAI,,,140,430,,,1,1,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-14x30,Nệm tựa,NEM & VAI,,,14,30,,,4,1,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-150x300,Nệm tựa,NEM & VAI,,,150,300,,,8,7,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-150x500,Nệm tựa,NEM & VAI,,,150,500,,,1,1,CẦN RÀ,Nệm tựa
VT-NV-NEM-TUA-200x450,Nệm tựa,NEM & VAI,,,200,450,,,6,1,CẦN RÀ,Nệm tựa
VT-NV-TUA,Tựa,NEM & VAI,,,150,,,,1,1,CẦN RÀ,Tựa
VT-NV-TUA-100x760,Tựa,NEM & VAI,,,100,760,,,1,1,CẦN RÀ,Tựa
VT-NV-TUA-110x610,Tựa,NEM & VAI,,,110,610,,,1,1,CẦN RÀ,Tựa
VT-NV-TUA-120x350,Tựa,NEM & VAI,,,120,350,,,3,2,CẦN RÀ,Tựa
VT-NV-TUA-130x350,Tựa,NEM & VAI,,,130,350,,,1,1,CẦN RÀ,Tựa
VT-NV-TUA-150x350,Tựa,NEM & VAI,,,150,350,,,9,5,CẦN RÀ,Tựa
VT-NV-TUA-150x540,Tựa,NEM & VAI,,,150,540,,,1,1,CẦN RÀ,Tựa
VT-NV-TUA-165x435,Tựa,NEM & VAI,,,165,435,,,1,1,CẦN RÀ,Tựa
VT-NV-TUA-1x610,Tựa,NEM & VAI,,,1,610,,,2,2,CẦN RÀ,Tựa
VT-NV-TUA-1x715,Tựa,NEM & VAI,,,1,715,,,1,1,CẦN RÀ,Tựa
VT-NV-TUA-200x450,Tựa,NEM & VAI,,,200,450,,,11,3,CẦN RÀ,Tựa
